"id","Product_ID","SKU_ID","Store_ID","Time_ID","Supplier_ID","Warehouse_ID","PO_ID","Sales_Transaction_ID","Quantity_Sold","Unit_Price","Discount_Amount","Sales_Revenue","Tax_Amount","Net_Sales_Value","Payment_Type","Date_ID","Return_Qty","Return_ID","Customer_ID","Event_ID","Quantity_Return","Return_Reason","Return_Type","Refund_Amount","Return_Status","Return_Method","Inspection","Loss_Value","Forecast_Method","Forecast_Model_Name","Forecast_Period_Start","Forecast_Period_End","Forecast_Quantity","Actual_Quantity","Forecast_Error_Pct","Forecast_Error_Value","Demand_Variance","Model_Version","Model_Accuracy_Score","Last_Trained_Date","Indicator_ID","Indicator_Value","Trend_Direction","Expected_Crowd_Index","Stock_On_Hand","Stock_In_Transit","Reserved_Stock","Damaged_Stock","Expiry_Date","Batch_Number","On_Hand_Quantity","Reserved_Quantity","Available_Quantity","Safety_Stock_Level","Reorder_Point","Stock_Status","Movement_ID","Movement_Type","Movement_Quantity","Movement_Time","Source_Location","Destination_Location","Ordered_Qty","Unit_Cost","Total_PO_Value","Order_Status","Lead_Time_Days","Fulfillment_ID","Received_Quantity","Rejected_Quantity","Delivery_Date","Delivery_Delay_Days","Quality_Inspection_Result","Recommendation_ID","Current_Stock","Safety_Stock","Recommended_Order_Quantity","Recommended_Order_Date","Stockout_Risk","On_Time_Delivery_Rate","Average_Delivery_Delay","Defect_Rate","Fill_Rate","Order_Accuracy","Supplier_Rating","On_Time_Delivery_Flag","Delay_Days","Quality_Score","Quality_Rating","Delivery_Rating","Cost_Rating","Reliability_Score","Trend_ID","Platform_ID","Keyword_ID","Search_Volume_Index","Mention_Count","Engagement_Score","Trend_Velocity","Sentiment_Score","Viral_Index","Warehouse_Stock_ID","Bin_ID","WH_Quantity_On_Hand","Quantity_Picked","Quantity_Received","Quantity_Damaged","Weather_ID","Location_ID","Temperature","Humidity","Rainfall_mm","Wind_Speed","Weather_Condition","Demand_Impact_Score","Heat_Index","Extreme_Weather_Flag","Weather_Severity_Score","Strategy_ID","SKU_Code","Product Name","Brand","Category","Subcategory","Launch_Date","Shelf Life Days","Unit of Measure","Status","Demand_Sensitivity","Store_Type","Store_Name","Area_sqft","Opening_Date","Manager_Name","Contact_Number","Operating_Hours","Is_Active","Date","Day","Week_Number","Month","Quarter","Season","Year","Supplier_Name","Supplier_Type","Supplier_Tier","Payment_Terms","Contract_ID","Contract_Type","Contract_Value","Minimum_Order_Quantity","Contract_Start_Date","Contract_End_Date","City","State","Country","Latitude","Longitude","Climate_Zone","delivery_zone","traffic_density","Warehouse_Name","Warehouse_Type","Capacity","Automation_Level","Cold_Storage_Availability","Event_Name","Event_Category","Event_Type","Event_Description","Event_Start_Date","Event_End_Date","Venue","Wind_Speed_Category","Inventory_Location_ID","Location_Type","Storage_Type","Cold_Storage_Flag","Stock_Level","Inventory_Status","Last_Updated","Strategy_Name","Strategy_Type","Safety_Stock_Formula","Lead_Time_Adjustment","Supplier_Performance_ID","Evaluation_Period","Platform_Name","Platform_Type","User_Base_Size","Indicator_Name","Indicator_Country","Update_Frequency","Keyword_Text","Product_Category","Trend_Category","Storage_Bin_Type","Storage_Bin_Capacity","Temperature_Zone","Promotion_ID","Promotion_Name","Promotion_Type","Promotion_Start_Date","Promotion_End_Date","Discount_Percent","Campaign_ID","Promotion_Is_Active"
"2597","P_000084","SKU-579","S_000278","T_000195","SUP_0493","W_0001","PO_000006","TRAN_000253","2","579.06","93.01","972.1","98.3","1070.4","Credit Card","D_20221210","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"XGBoost","DFM_v2","18-02-26","20-03-26","559","492","11.99","67","1122.25","v8","0.83","10-02-26","IND_000085","4.64","Stable","61991","73","146","24","18","21-06-25","BATCH_5137","345","45","300","92","124","Normal",\N,\N,\N,\N,\N,\N,"325","24.09","7829.25","Cancelled","14","F_000105","156","0","13-01-24","9","Major Issues","R_000253","322","34","93","06-01-24","Low","0.99","2.28","0.009","0.83","0.87","4.1","Yes","0","4.18","3.61","3.09","4.54","83.38","TR_000253","PF_000107","K_000148","6053","1248","3.74","3.28","0.33","12.27","WS_0006","B_000040","390","57","456","9","WE_000140","L_000484","35.1","75","0.76","20.9","Sunny","-0.54","42.6","No","6","ST_000084","SKU-579","Salted Butter","GlobalHarvest","Dairy","Butter","03-01-21","11","Liter","Discontinued","High","Express","MegaStore 366","12427","09-04-20","Priya Singh","916538000000","9 AM - 9 PM","No","03-06-23","Saturday","22","June","2","Monsoon","2023","United Industries","Distributor","Tier 3","Net 45","C_000381","Exclusive","2196315","816","2021-08-25","2022-11-04","Calgary","Alberta","Canada","47.461871","100.186593","Polar","Zone 2","Low","Primary Storage Hub","Fulfillment Center","250292","Manual","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000935","Store","Bulk Storage","No","145","In Stock","28-03-26","Retail Optimization Strategy","Min-Max","Forecast_Demand * Risk_Factor","Demand Spike Adjustment","SP_0381","29-02-24","Amazon","Marketplace","Very Large (>100M)","Interest Rate","Canada","Weekly","budget friendly","Grocery","Marketing Trend","Shelf","137","Ambient","PROM_000084","Fest Offer 917","Bundle","2027-02-24","2010-03-24","31.99","CAMP_0965","1"
"18070","P_000051","SKU-975","S_000550","T_000174","SUP_0217","W_0077","PO_000395","TRAN_000892","8","2676.14","146.53","20236.88","2303.2","22540.08","Credit Card","D_20221028","0","R_000835","C_000081","E_000993","2","Damaged","Partial","774.6","Rejected","Wallet","No","53.73","LSTM","DFM_v1","18-02-26","20-03-26","115","126","9.57","-11","30.25","v9","0.86","16-02-26","IND_000375","4.42","Stable","50458",\N,\N,\N,\N,\N,\N,"251","40","211","20","33","Normal",\N,\N,\N,\N,\N,\N,"72","78.76","5670.72","Confirmed","12","F_000161","103","9","20-05-24","8","Major Issues","R_000892","299","127","0","04-09-24","High","0.83","6.47","0.009","1","0.92","3.3","Yes","0","3.01","4.23","4.88","3.46","96.63","TR_000446","PF_000106","K_000171","6429","288","0.43","1","-0.67","0.43","WS_0395","B_000302","21","140","168","7","WE_000154","L_000668","28.6","90","4.29","19.8","Storm","0.59","37.6","No","3","ST_000051","SKU-975","Smoked Gouda","EcoOrchard","Dairy","Cheese","01-05-24","16","KG","Discontinued","High","Flagship","DailyNeeds 102","11360","22-07-14","Priya Singh","918527000000","10 AM - 8 PM","No","10-06-24","Monday","24","June","2","Monsoon","2024","Vertex Distributors","Wholesaler","Tier 3","Net 30",\N,\N,\N,\N,\N,\N,"Montreal","Quebec","Canada","-22.320411","80.240461","Temperate","Zone 3","Low","Central Warehouse","Distribution Center","418752","Semi-Automated","Yes","Grand Event 364","Sports","Cultural Fair","Event about art","12-06-22","15-06-22","Convention Center",\N,\N,\N,\N,\N,\N,\N,\N,"Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","None",\N,\N,"Amazon","Marketplace","Medium (1M-10M)","Exchange Rate","Australia","Quarterly","top rated","Beverages","Marketing Trend","Cold Storage","400","Frozen","PROM_000051","Mega Sale 991","Discount","2011-12-23","2016-12-23","55.69","CAMP_0885","0"
"198",\N,"SKU-810","S_000973","T_000224","SUP_0961","W_0014","PO_000045","TRAN_000101","8","1590.21","334.5","10045.68","837.73","10883.41","UPI","D_20240518","2","R_000871","C_000117","E_000799","0","Wrong Item","Partial","0","Rejected","Wallet","Yes","0","LSTM","DFM_v1","18-02-26","20-03-26","969","907","6.4","62","961","v6","0.79","20-01-26","IND_000349","7.43","Decreasing","71847","364","168","55","19","06-07-25","BATCH_4308","110","4","106","43","55","Normal",\N,\N,\N,\N,\N,\N,"79","148.15","11703.85","Cancelled","20","F_000192","133","3","18-06-24","5","Minor Issues","R_000101","137","40","220","23-04-24","High",\N,\N,\N,\N,\N,\N,"Yes","0","3.67","4.78","3.62","3.08","91.45","TR_000101","PF_000046","K_000124","3409","2413","3.57","3.59","0.09","12.82","WS_0045","B_000276","151","184","353","18","WE_000101","L_000922","25.1","60","14.5","29.6","Fog","-0.98","31.1","Yes","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Franchise","SmartBuy 356","16949","03-12-19","John Peter","916064000000","8 AM - 10 PM","No","11-04-22","Monday","15","April","2","Summer","2022","Dynamic Supplies","Manufacturer","Tier 3","Net 30","C_000427","Annual","1805850","967","2023-03-02","2026-12-13","Rouen","Normandy","France","-59.093269","-122.430782","Dry","Zone 1","High","Regional Distribution Center","Cold Storage Warehouse","357866","Fully Automated","Yes","Grand Event 130","Food","Conference","Event about sports","09-02-23","14-02-23","Open Grounds",\N,"IL_000016","Warehouse","Rack","No","91","In Stock","22-03-26",\N,\N,\N,\N,"SP_0427","22-03-24","Myntra","Search Engine","Large (10M-100M)","Inflation Rate","India","Weekly","limited edition","Grocery","Consumer Trend","Pallet","112","Frozen",\N,\N,\N,\N,\N,\N,\N,\N
"16813","P_000266","SKU-573","S_000248","T_000232","SUP_0683","W_0077","PO_000182","TRAN_000799","4","2025.99","191.78","7336.84","669.15","8005.99","Wallet","D_20220720","2","R_000176","C_000368","E_000262","0","Wrong Item","Full","0","Rejected","Bank Transfer","Yes","0","RandomForest","ML_Ensemble","18-02-26","20-03-26","913","922","0.99","-9","20.25","v7","0.86","28-01-26","IND_000800","9.84","Increasing","49622","128","33","86","18","06-07-25","BATCH_6559",\N,\N,\N,\N,\N,\N,"MOV_000783","Inbound","149","2024-01-21 20:05:00","L_0754","L_0627","419","105.86","44355.34","Confirmed","8","F_000855","385","35","26-05-24","2","Minor Issues","R_000799","71","148","224","25-03-24","Low",\N,\N,\N,\N,\N,\N,"Yes","0","3.87","4.36","4.21","4.62","74.43","TR_000183","PF_000176","K_000185","8055","3331","2.94","4.66","-0.1","13.7","WS_0182","B_000304","364","91","464","9","WE_000799","L_000252","34.9","50","27.39","17.1","Sunny","0.94","39.9","No","2","ST_000266","SKU-573","A2 Milk","PureDaily","Dairy","Milk","01-05-21","20","Pack","Active","Low","Franchise","SmartBuy 674","13457","11-10-19","Anita Sharma","918622000000","8 AM - 10 PM","Yes","09-03-24","Saturday","10","March","1","Summer","2024","Star Industries","Manufacturer","Tier 1","Net 60",\N,\N,\N,\N,\N,\N,"Manchester","England","UK","-88.939903","-177.447074","Temperate","Zone 1","High","Central Warehouse","Distribution Center","418752","Semi-Automated","Yes","Grand Event 397","Education","Sports Event","Event about technology","30-12-24","02-01-25","Sports Complex",\N,\N,\N,\N,\N,\N,\N,\N,"AI Forecast Strategy","EOQ","Demand * Lead_Time","Demand Spike Adjustment",\N,\N,"Google Shopping","Search Engine","Large (10M-100M)","Inflation Rate","China","Monthly","premium quality","Grocery","Price Trend","Rack","697","Chilled","PROM_000791","Fest Offer 309","Discount","2023-07-24","2003-08-24","35.38","CAMP_0185","1"
"7164","P_000254","SKU-944","S_000731","T_000234","SUP_0957","W_0053","PO_000574","TRAN_000574","3","3702.36","680.96","9064.2","1583.75","10647.95","Cash","D_20230727","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"XGBoost","DFM_v1","18-02-26","20-03-26","144","236","63.89","-92","2116","v3","0.71","20-02-26","IND_000059","6.29","Increasing","83068","63","28","6","11","16-06-25","BATCH_8067","473","185","288","88","138","Normal",\N,\N,\N,\N,\N,\N,"384","151.44","58152.96","Cancelled","20","F_000199","272","23","06-11-24","2","Passed","R_000574","285","77","40","25-01-24","Medium",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TR_000412","PF_000038","K_000189","8208","4684","2.17","2.56","0.17","5.56","WS_0574","B_000186","19","82","101","0","WE_000574","L_000001","41.3","90","9","21.3","Sunny","0.23","50.3","Yes","9","ST_000254","SKU-944","French Roast Coffee","PureDaily","Beverages","Coffee","13-07-24","230","Bottle","Active","Low","Warehouse","SmartBuy 798","13182","19-11-22","John Peter","916569000000","24 Hours","Yes","28-07-23","Friday","30","July","3","Monsoon","2023","Prime Traders","Wholesaler","Tier 1","Net 15","C_000703","Long-Term","2881517","722","2022-10-02","2026-11-16","Bangalore","Karnataka","India","17.230611","-28.520933","Polar","Zone 1","High","Supply Chain Hub","Cold Storage Warehouse","476512","Manual","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000356","Store","Cold Storage","Yes","411","In Stock","09-03-26","Seasonal Demand Strategy","EOQ","Avg_Demand * Lead_Time + Safety_Buffer","None","SP_0675","08-02-23","Amazon","Marketplace","Large (10M-100M)","Industrial Production","Germany","Weekly","festival sale","Grocery","Demand Trend","Rack","860","Chilled","PROM_000254","Mega Sale 143","Flash_Sale","2021-07-23","2028-07-23","28.08","CAMP_0681","1"
"4329","P_000229","SKU-199","S_000507","T_000236","SUP_0757","W_0004","PO_000408","TRAN_000459","7","4521.54","378.87","28998.69","3582.48","32581.17","Wallet","D_20240325","2",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"LSTM","DFM_v2","18-02-26","20-03-26","795","766","3.65","29","210.25","v7","0.92","11-03-26","IND_000224","9.14","Stable","69425","58","100","73","5","31-07-25","BATCH_5370","96","32","64","65","100","Critical",\N,\N,\N,\N,\N,\N,"170","199.41","33899.7","Confirmed","5","F_000615","386","32","08-11-24","0","Rejected","R_000459","20","128","448","26-11-24","Medium",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TR_000459","PF_000143","K_000076","5585","4490","8.59","3.29","0.27","28.26","WS_0408","B_000118","393","54","455","8","WE_000459","L_000233","22.4","91","7.68","14.5","Storm","-0.15","31.5","No","6","ST_000229","SKU-199","Canola Oil","HeritageFoods","Grocery","Oil","15-07-24","370","KG","Discontinued","Medium","Flagship","SmartBuy 572","585","05-10-11","Anita Sharma","918971000000","9 AM - 9 PM","No","04-04-23","Tuesday","14","April","2","Summer","2023","NextGen Distributors","Distributor","Tier 1","Net 15",\N,\N,\N,\N,\N,\N,"Mumbai","Maharashtra","India","-85.770189","81.570513","Polar","Zone 3","Low","Logistics Warehouse","Storage Facility","253848","Fully Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000464","Store","Shelf","No","104","In Stock","07-03-26","Basic Replenishment Strategy","EOQ","StdDev_Demand * Service_Level","Supplier Delay Adjustment",\N,\N,"Alibaba","Search Engine","Large (10M-100M)","Industrial Production","India","Yearly","festival sale","Dairy","Price Trend","Rack","151","Chilled","PROM_000617","City Bonanza 485","Loyalty_Promo","2011-06-24","2016-06-24","23.03","CAMP_0145","0"
"19862","P_000269","SKU-934","S_000567","T_000017","SUP_0127","W_0076","PO_000439","TRAN_000991","5","509.93","108.12","2009.05","291.92","2300.97","Wallet","D_20220701","2","R_000307","C_000745","E_000122","2","Expired","Partial","1496.48","Pending","Bank Transfer","No","313.98","Prophet","DFM_v2","18-02-26","20-03-26","188","242","28.72","-54","729","v10","0.72","08-03-26","IND_000077","5.55","Increasing","68877","188","150","61","19","01-11-25","BATCH_8366",\N,\N,\N,\N,\N,\N,"MOV_000164","Outbound","194","2024-10-10 21:17:00","L_0425","L_0020","420","95.63","40164.6","Placed","7",\N,\N,\N,\N,\N,\N,"R_000991","310","128","13","06-08-24","High","0.87","4.69","0.081","0.89","0.86","4",\N,\N,\N,\N,\N,\N,\N,"TR_000152","PF_000196","K_000120","3875","815","6.95","1.99","0.55","13.83","WS_0439","B_000493","203","119","336","14","WE_000007","L_000735","34.5","52","3.45","16.2","Sunny","0.82","39.7","No","6","ST_000269","SKU-934","A2 Milk","UrbanGrind","Dairy","Milk","28-07-24","16","Pack","Active","High","Warehouse","DailyNeeds 457","4659","30-06-15","Arun Das","919115000000","9 AM - 9 PM","Yes","01-06-22","Wednesday","22","June","2","Monsoon","2022","Metro Traders","Wholesaler","Tier 1","Net 60","C_000996","Exclusive","4295946","594","2021-09-20","2025-10-01","Rouen","Normandy","France","-19.848731","113.182124","Continental","Zone 3","Low","Regional Distribution Center","Storage Facility","253201","Semi-Automated","Yes","City Event 683","Community","Exhibition","Event about technology","02-10-22","05-10-22","Open Grounds",\N,"IL_000899","Warehouse","Rack","No","258","In Stock","24-03-26","Smart Inventory Strategy","EOQ","StdDev_Demand * Service_Level","Demand Spike Adjustment","SP_0996","25-10-24","Amazon","Social Media","Medium (1M-10M)","GDP Growth Rate","Canada","Quarterly","limited edition","Beverages","Price Trend","Shelf","873","Controlled","PROM_000315","Fest Offer 488","BOGO","2005-10-23","2011-10-23","69.47","CAMP_0356","0"
"2238","P_000084","SKU-579","S_000278","T_000195","SUP_0493","W_0001","PO_000006","TRAN_000253","2","579.06","93.01","972.1","98.3","1070.4","Credit Card","D_20221210","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"XGBoost","DFM_v2","18-02-26","20-03-26","559","492","11.99","67","1122.25","v8","0.83","10-02-26","IND_000085","4.64","Stable","61991","73","146","24","18","21-06-25","BATCH_5137","345","45","300","92","124","Normal",\N,\N,\N,\N,\N,\N,"325","24.09","7829.25","Cancelled","14","F_000105","156","0","13-01-24","9","Major Issues","R_000253","322","34","93","06-01-24","Low","0.99","2.28","0.009","0.83","0.87","4.1","Yes","0","4.18","3.61","3.09","4.54","83.38","TR_000253","PF_000107","K_000148","6053","1248","3.74","3.28","0.33","12.27","WS_0006","B_000040","390","57","456","9","WE_000140","L_000484","35.1","75","0.76","20.9","Sunny","-0.54","42.6","No","6","ST_000084","SKU-579","Salted Butter","GlobalHarvest","Dairy","Butter","03-01-21","11","Liter","Discontinued","High","Express","MegaStore 366","12427","09-04-20","Priya Singh","916538000000","9 AM - 9 PM","No","03-06-23","Saturday","22","June","2","Monsoon","2023","United Industries","Distributor","Tier 3","Net 45","C_000381","Exclusive","2196315","816","2021-08-25","2022-11-04","Calgary","Alberta","Canada","47.461871","100.186593","Polar","Zone 2","Low","Primary Storage Hub","Fulfillment Center","250292","Manual","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000438","Store","Cold Storage","Yes","228","In Stock","17-03-26","Retail Optimization Strategy","Min-Max","Forecast_Demand * Risk_Factor","Demand Spike Adjustment","SP_0787","16-02-24","Amazon","Marketplace","Very Large (>100M)","Interest Rate","Canada","Weekly","budget friendly","Grocery","Marketing Trend","Shelf","479","Ambient","PROM_000166","Flash Deal 171","Flash_Sale","2005-09-24","2019-09-24","17.41","CAMP_0744","1"
"7064","P_000297","SKU-79","S_000429","T_000145","SUP_0899","W_0053","PO_000254","TRAN_000254","6","3407.84","317.48","18542.16","1979.13","20521.29","Cash","D_20231223","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"XGBoost","DFM_v2","18-02-26","20-03-26","552","639","15.76","-87","1892.25","v10","0.9","19-03-26","IND_000143","4.11","Stable","58285","260","84","90","16","12-07-25","BATCH_4503","227","53","174","55","70","Normal","MOV_000124","Adjustment","165","2024-02-24 10:53:00","L_0796","L_0917","421","56.87","23942.27","Confirmed","3","F_000931","76","6","02-03-24","7","Passed","R_000254","275","115","232","18-01-24","High",\N,\N,\N,\N,\N,\N,"No","3","3.62","3.53","5","3.05","71.05","TR_000254","PF_000002","K_000168","6055","3176","2.44","4.63","0.53","11.3","WS_0254","B_000118","370","26","407","11","WE_000003","L_000693","29.7","89","38.99","6.8","Cloudy","0.94","38.6","No","4","ST_000297","SKU-79","Jasmine Rice","HeritageFoods","Grocery","Rice","21-07-22","314","Pack","Active","Medium","Warehouse","QuickShop 418","12795","06-09-13","Arun Das","919697000000","9 AM - 9 PM","Yes","19-08-24","Monday","34","August","3","Monsoon","2024","United Supplies","Distributor","Tier 1","Net 15","C_000774","Exclusive","2197226","422","2024-03-26","2028-05-09","Manchester","England","UK","-25.219646","-116.657288","Continental","Zone 3","Low","Supply Chain Hub","Cold Storage Warehouse","476512","Manual","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000992","Store","Bulk Storage","No","150","In Stock","08-03-26","Basic Replenishment Strategy","AI Dynamic","Demand * Lead_Time","Supplier Delay Adjustment","SP_0774","03-09-24","Google Shopping","Marketplace","Small (<1M)","Unemployment Rate","France","Weekly","discount offer","Dairy","Demand Trend","Pallet","677","Controlled","PROM_000297","Flash Deal 947","Bundle","2025-09-24","2001-10-24","29.12","CAMP_0276","0"
"16301","P_000058","SKU-200","S_000691","T_000077","SUP_0471","W_0061","PO_000754","TRAN_000754","8","1070.11","129.34","7526.16","817.99","8344.15","Wallet","D_20230408","2",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","518","509","1.74","9","20.25","v8","0.91","11-01-26","IND_000510","9.85","Increasing","63915","207","172","34","11","04-11-25","BATCH_2998","127","28","99","49","67","Normal","MOV_000718","Outbound","289","2024-09-03 06:38:00","L_0379","L_0946","140","109.61","15345.4","Placed","14","F_000591","83","4","20-05-24","6","Major Issues","R_000754","176","58","0","22-09-24","High","0.96","1.99","0.089","0.96","0.87","3.3","No","2","4.52","3.08","3.23","3.19","93.06","TR_000203","PF_000184","K_000041","3415","3751","3.89","3.86","-0.24","15.02","WS_0754","B_000376","90","189","54","2","WE_000020","L_000069","37.2","74","10.59","18.2","Sunny","-0.35","44.6","No","6","ST_000058","SKU-200","Sunflower Oil","HeritageFoods","Grocery","Oil","15-01-22","365","Grams","Discontinued","Medium","Retail","SuperMart 123","11994","12-08-19","Arun Das","916005000000","24 Hours","Yes","22-07-22","Friday","29","July","3","Monsoon","2022","NextGen Supplies","Distributor","Tier 3","Net 15",\N,\N,\N,\N,\N,\N,"Chicago","Illinois","USA","-36.592988","-30.005162","Dry","Zone 1","High","Main Distribution Facility","Distribution Center","276803","Fully Automated","Yes",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000945","Warehouse","Shelf","No","179","In Stock","21-03-26","Automated Stock Strategy","Min-Max","Demand * Lead_Time","None",\N,\N,"Google Shopping","Marketplace","Very Large (>100M)","Exchange Rate","Canada","Monthly","buy one get one","Grocery","Seasonal Trend","Pallet","385","Frozen","PROM_000860","Flash Deal 82","Discount","2016-08-23","2020-08-23","43.44","CAMP_0657","0"
"2411","P_000230","SKU-585","S_000120","T_000275","SUP_0479","W_0037","PO_000072","TRAN_000072","4","4656.84","1088.67","14272.68","856.76","15129.44","Cash","D_20220408","2","R_000422","C_000471","E_000201","3","Expired","Full","606.06","Pending","Bank Transfer","No","75.2","Prophet","ML_Ensemble","18-02-26","20-03-26","916","945","3.17","-29","210.25","v1","0.71","07-02-26","IND_000449","8.47","Increasing","80675",\N,\N,\N,\N,\N,\N,"284","45","239","39","83","Normal","MOV_000623","Outbound","140","2024-01-11 18:12:00","L_0942","L_0330","138","174.87","24132.06","Shipped","17","F_000762","273","20","29-01-24","0","Minor Issues","R_000072","171","142","277","02-12-24","Medium","0.9","5.9","0.024","1","0.9","4.1",\N,\N,\N,\N,\N,\N,\N,"TR_000072","PF_000011","K_000070","8662","2914","0.68","3.04","-0.84","2.07","WS_0072","B_000377","113","88","206","5","WE_000072","L_000126","26.6","70","36.17","6.8","Rainy","0.33","33.6","No","5","ST_000230","SKU-585","French Roast Coffee","EcoOrchard","Beverages","Coffee","05-11-24","246","Liter","Discontinued","Low","Franchise","SmartBuy 474","7979","07-09-16","Anita Sharma","918344000000","9 AM - 9 PM","No","02-04-24","Tuesday","14","April","2","Summer","2024","Apex Traders","Wholesaler","Tier 3","Net 45",\N,\N,\N,\N,\N,\N,"Madurai","Tamil Nadu","India","6.830417","-151.524234","Dry","Zone 3","Medium","Primary Storage Hub","Fulfillment Center","218932","Manual","Yes","Global Event 423","Sports","Cultural Fair","Event about food","07-04-24","12-04-24","Stadium",\N,\N,\N,\N,\N,\N,\N,\N,"AI Forecast Strategy","EOQ","Demand * Lead_Time","Weather Adjustment",\N,\N,"Facebook","E-commerce","Small (<1M)","Industrial Production","Australia","Yearly","new arrival","Dairy","Consumer Trend","Shelf","812","Ambient","PROM_000598","Super Saver 723","Bundle","2026-03-24","2027-03-24","32.71","CAMP_0481","1"
"6005","P_000084","SKU-579","S_000278","T_000195","SUP_0493","W_0001","PO_000006","TRAN_000253","2","579.06","93.01","972.1","98.3","1070.4","Credit Card","D_20221210","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"XGBoost","DFM_v2","18-02-26","20-03-26","559","492","11.99","67","1122.25","v8","0.83","10-02-26","IND_000085","4.64","Stable","61991","73","146","24","18","21-06-25","BATCH_5137","345","45","300","92","124","Normal",\N,\N,\N,\N,\N,\N,"325","24.09","7829.25","Cancelled","14","F_000105","156","0","13-01-24","9","Major Issues","R_000253","322","34","93","06-01-24","Low","0.99","2.28","0.009","0.83","0.87","4.1","Yes","0","4.18","3.61","3.09","4.54","83.38","TR_000253","PF_000107","K_000148","6053","1248","3.74","3.28","0.33","12.27","WS_0006","B_000040","390","57","456","9","WE_000140","L_000484","35.1","75","0.76","20.9","Sunny","-0.54","42.6","No","6","ST_000084","SKU-579","Unsalted Butter","UrbanGrind","Dairy","Butter","08-03-23","11","Grams","Active","High","Express","MegaStore 366","12427","09-04-20","Priya Singh","916538000000","9 AM - 9 PM","No","10-09-22","Saturday","36","September","3","Monsoon","2022","United Industries","Distributor","Tier 3","Net 45","C_000787","Long-Term","1398978","441","2020-01-26","2022-05-02","Calgary","Alberta","Canada","47.461871","100.186593","Polar","Zone 2","Low","Primary Storage Hub","Fulfillment Center","250292","Manual","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000935","Store","Bulk Storage","No","145","In Stock","28-03-26","Retail Optimization Strategy","Min-Max","Forecast_Demand * Risk_Factor","Demand Spike Adjustment","SP_0381","29-02-24","Amazon","Marketplace","Very Large (>100M)","Interest Rate","Canada","Weekly","budget friendly","Grocery","Marketing Trend","Shelf","479","Ambient","PROM_000166","Flash Deal 171","Flash_Sale","2005-09-24","2019-09-24","17.41","CAMP_0744","1"
"9799","P_000006","SKU-852","S_000573","T_000240","SUP_0552","W_0082","PO_000077","TRAN_000330","9","3497.79","53.57","30997.98","1685.94","32683.92","Cash","D_20230306","2",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"LSTM","DFM_v2","18-02-26","20-03-26","779","719","7.7","60","900","v6","0.84","25-12-25","IND_000088","4.21","Increasing","59097",\N,\N,\N,\N,\N,\N,"235","43","192","85","105","Normal","MOV_000686","Inbound","147","2024-09-21 12:27:00","L_0240","L_0343","106","64.41","6827.46","Placed","10","F_000333","400","33","12-01-24","8","Rejected","R_000330","353","73","0","04-07-24","Low",\N,\N,\N,\N,\N,\N,"Yes","0","3.03","4.49","4.84","4.94","76.09","TR_000330","PF_000088","K_000096","450","4712","4.08","4.35","-0.78","17.75","WS_0077","B_000186","8","180","198","10","WE_000011","L_000399","41.9","47","9.98","12.3","Rainy","-0.09","46.6","Yes","7","ST_000006","SKU-852","Garlic Butter","HeritageFoods","Dairy","Butter","07-12-24","8","Liter","Discontinued","High","Warehouse","QuickShop 832","5602","16-08-11","Anita Sharma","919226000000","10 AM - 8 PM","Yes","22-05-24","Wednesday","21","May","2","Summer","2024","Vertex Logistics","Manufacturer","Tier 3","Net 45","C_000507","Short-Term","1072212","267","2024-05-27","2028-07-10","Melbourne","Victoria","Australia","-42.440251","81.931668","Polar","Zone 2","Low","Logistics Warehouse","Storage Facility","103692","Fully Automated","Yes",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Seasonal Demand Strategy","EOQ","Forecast_Demand * Risk_Factor","None","SP_0507","02-05-23","Google Shopping","E-commerce","Very Large (>100M)","Interest Rate","Germany","Quarterly","new arrival","Beverages","Seasonal Trend","Pallet","455","Controlled","PROM_000006","City Bonanza 278","Bundle","2027-10-23","2012-11-23","19.16","CAMP_0440","0"
